date,time,provider,device_name,latitude,longtitude,speed,ldws,lkas
2020-10-23,15:14:00,gps,device0,37.39513953,126.8495311,68,0,1
2020-10-23,15:14:01,gps,device0,37.39527001,126.8493885,69,0,1
2020-10-23,15:14:02,gps,device0,37.39539818,126.8492491,69,0,1
2020-10-23,15:14:03,gps,device0,37.39552491,126.84911029999999,69,0,1
2020-10-23,15:14:04,gps,device0,37.39565459,126.84896709999998,70,0,1
2020-10-23,15:14:05,gps,device0,37.39578417,126.84882350000001,70,0,1
2020-10-23,15:14:06,gps,device0,37.39591506,126.8486781,69,0,1
2020-10-23,15:14:07,gps,device0,37.39605048,126.8485278,69,0,1
2020-10-23,15:14:07,gps,device0,37.39605048,126.8485278,69,0,1
2020-10-23,15:14:08,gps,device0,37.39618339,126.84837990000001,68,0,1
2020-10-23,15:14:09,gps,device0,37.39631443,126.84823529999998,68,0,1
2020-10-23,15:14:10,gps,device0,37.3964443,126.8480905,68,0,1
2020-10-23,15:14:11,gps,device0,37.39657242,126.8479491,68,0,1
2020-10-23,15:14:12,gps,device0,37.39670004,126.8478075,68,0,1
2020-10-23,15:14:13,gps,device0,37.39683017,126.84766210000001,67,0,1
2020-10-23,15:14:14,gps,device0,37.39696204,126.8475149,67,0,1
2020-10-23,15:14:15,gps,device0,37.39709007,126.84737309999998,67,0,1
2020-10-23,15:14:16,gps,device0,37.39721944,126.8472298,67,0,1
2020-10-23,15:14:17,gps,device0,37.39735042,126.847085,67,0,1
2020-10-23,15:14:18,gps,device0,37.3974775,126.8469462,67,0,1
2020-10-23,15:14:19,gps,device0,37.39760575,126.8468059,66,0,1
2020-10-23,15:14:20,gps,device0,37.39773639,126.84666259999999,64,0,1
2020-10-23,15:14:21,gps,device0,37.39786543,126.84652150000001,62,0,1
2020-10-23,15:14:22,gps,device0,37.39799739,126.8463774,59,0,1
2020-10-23,15:14:23,gps,device0,37.39813333,126.84622879999999,57,0,1
2020-10-23,15:14:24,gps,device0,37.39827051,126.8460787,55,0,1
2020-10-23,15:14:25,gps,device0,37.39841309,126.8459212,54,0,1
2020-10-23,15:14:26,gps,device0,37.39855912,126.8457586,53,0,1
2020-10-23,15:14:27,gps,device0,37.39871001,126.8455912,53,0,1
2020-10-23,15:14:28,gps,device0,37.39886324,126.8454213,53,0,1
2020-10-23,15:14:29,gps,device0,37.39902234,126.8452447,53,0,1
2020-10-23,15:14:30,gps,device0,37.39918848,126.84505990000001,54,0,1
2020-10-23,15:14:31,gps,device0,37.39935902,126.8448703,55,0,1
2020-10-23,15:14:32,gps,device0,37.39953088,126.8446789,56,0,1
2020-10-23,15:14:33,gps,device0,37.39970786,126.84448200000001,58,0,1
2020-10-23,15:14:34,gps,device0,37.39989149,126.84427779999999,60,0,1
2020-10-23,15:14:35,gps,device0,37.40007374,126.8440757,61,0,1
2020-10-23,15:14:36,gps,device0,37.400251700000005,126.8438783,63,0,1
2020-10-23,15:14:37,gps,device0,37.40042694,126.84368470000001,65,0,1
2020-10-23,15:14:38,gps,device0,37.40059973,126.8434939,67,0,1
2020-10-23,15:14:39,gps,device0,37.40076902,126.8433072,68,0,1
2020-10-23,15:14:40,gps,device0,37.40093602,126.8431216,68,0,1
2020-10-23,15:14:41,gps,device0,37.40109802,126.8429418,73,0,1
2020-10-23,15:14:42,gps,device0,37.40126207,126.8427596,77,0,0
2020-10-23,15:14:43,gps,device0,37.40142471,126.8425798,82,0,0
2020-10-23,15:14:44,gps,device0,37.40158154,126.84240790000001,85,0,0
2020-10-23,15:14:45,gps,device0,37.40173457,126.8422405,88,0,0
2020-10-23,15:14:46,gps,device0,37.40188554,126.842075,89,0,0
2020-10-23,15:14:47,gps,device0,37.40203582,126.84190770000001,89,0,0
2020-10-23,15:14:48,gps,device0,37.402184399999996,126.841747,90,0,1
2020-10-23,15:14:49,gps,device0,37.4023295,126.84158670000001,91,0,1
2020-10-23,15:14:50,gps,device0,37.40246654,126.84143610000001,92,0,1
2020-10-23,15:14:51,gps,device0,37.40260148,126.84128929999999,94,0,1
2020-10-23,15:14:52,gps,device0,37.40273234,126.84114720000001,96,0,1
2020-10-23,15:14:53,gps,device0,37.40286005,126.84100719999999,97,0,1
2020-10-23,15:14:54,gps,device0,37.40298203,126.84087179999999,99,0,1
2020-10-23,15:14:55,gps,device0,37.40310361,126.84074050000001,100,0,1
2020-10-23,15:14:55,gps,device0,37.40323136,126.84060349999999,100,0,1
2020-10-23,15:14:56,gps,device0,37.40333233,126.84049440000001,100,0,1
2020-10-23,15:14:57,gps,device0,37.40342507,126.84039409999998,100,0,1
2020-10-23,15:14:58,gps,device0,37.403514,126.8402977,100,0,1
2020-10-23,15:14:59,gps,device0,37.40360795,126.8401956,100,0,1
2020-10-23,15:15:00,gps,device0,37.40370344,126.8400899,100,0,1
2020-10-23,15:15:01,gps,device0,37.40380274,126.83997920000002,101,0,1
2020-10-23,15:15:02,gps,device0,37.40391042,126.8398578,101,0,1
2020-10-23,15:15:03,gps,device0,37.40401072,126.83974380000001,100,0,1
2020-10-23,15:15:04,gps,device0,37.40411127,126.8396264,100,0,1
2020-10-23,15:15:05,gps,device0,37.40420751,126.83951409999999,100,0,1
2020-10-23,15:15:06,gps,device0,37.40430426,126.83940859999998,101,0,1
2020-10-23,15:15:07,gps,device0,37.40440356,126.83930009999999,101,0,1
2020-10-23,15:15:08,gps,device0,37.40450549,126.8391903,101,0,1
2020-10-23,15:15:09,gps,device0,37.40460593,126.8390807,100,0,1
2020-10-23,15:15:10,gps,device0,37.40470544,126.8389722,100,0,1
2020-10-23,15:15:11,gps,device0,37.40479643,126.8388716,100,0,1
